,location,total_sqft,bath,price,bhk,price_per_sqft
6419,Seegehalli,1155.0,2.0,72.0,2,6233.766233766234
6420,Seegehalli,1830.0,4.0,82.0,3,4480.87431693989
6421,Seegehalli,4000.0,3.0,235.0,3,5875.0
6424,Seegehalli,1096.0,2.0,41.0,2,3740.875912408759
6426,Seegehalli,920.0,2.0,27.0,2,2934.782608695652
6427,Seegehalli,1553.0,3.0,68.0,3,4378.62202189311
6428,Seegehalli,1639.0,3.0,120.0,3,7321.537522879805
6429,Seegehalli,3000.0,4.0,235.0,3,7833.333333333333
6430,Seegehalli,1134.0,2.0,45.0,2,3968.253968253968
6431,Seegehalli,1683.0,3.0,80.0,3,4753.416518122401
6432,Seegehalli,1176.0,2.0,50.0,2,4251.700680272109
6433,Seegehalli,3000.0,4.0,240.0,3,8000.0
6434,Shampura,2650.0,4.0,150.0,4,5660.377358490566
6435,Shampura,1200.0,2.0,53.0,2,4416.666666666667
6436,Shampura,700.0,1.0,35.0,2,5000.0
6437,Shampura,1400.0,3.0,70.0,3,5000.0
6438,Shampura,1475.0,3.0,78.0,3,5288.135593220339
6439,Shampura,1700.0,3.0,75.0,3,4411.764705882353
6440,Shivaji Nagar,850.0,2.0,55.0,2,6470.588235294118
6441,Shivaji Nagar,1554.0,3.0,130.0,2,8365.508365508365
6442,Shivaji Nagar,3820.0,1.0,306.0,1,8010.471204188481
6443,Shivaji Nagar,703.0,2.0,49.5,2,7041.251778093883
6444,Shivaji Nagar,1460.0,2.0,90.0,3,6164.3835616438355
6445,Shivaji Nagar,600.0,1.0,65.0,2,10833.333333333334
6447,Singasandra,1030.0,2.0,55.0,2,5339.805825242718
6449,Singasandra,1100.0,2.0,52.0,2,4727.272727272727
6451,Singasandra,1300.0,2.0,65.0,2,5000.0
6454,Singasandra,1010.0,2.0,40.0,2,3960.3960396039606
6455,Singasandra,1375.0,2.0,58.0,2,4218.181818181818
6456,Singasandra,1120.0,2.0,60.0,2,5357.142857142857
6457,Singasandra,1510.0,3.0,75.0,3,4966.887417218543
6458,Singasandra,1179.0,2.0,56.0,2,4749.787955894826
6459,Singasandra,1416.0,2.0,67.0,2,4731.6384180790965
6460,Singasandra,1476.0,2.0,73.0,3,4945.79945799458
6461,Singasandra,1139.7,2.0,45.0,2,3948.407475651487
6462,Singasandra,1465.0,2.0,60.0,2,4095.563139931741
6464,Singasandra,1653.0,3.0,85.0,3,5142.165759225651
6465,Somasundara Palya,1255.0,2.0,67.0,2,5338.645418326693
6466,Somasundara Palya,1448.0,2.0,68.0,2,4696.132596685083
6468,Somasundara Palya,1178.0,2.0,73.0,2,6196.9439728353145
6469,Somasundara Palya,1260.0,2.0,60.0,2,4761.9047619047615
6470,Somasundara Palya,1033.0,2.0,48.0,2,4646.660212971927
6471,Somasundara Palya,1329.0,2.0,70.0,2,5267.11813393529
6472,Somasundara Palya,2372.0,3.0,140.0,3,5902.192242833053
6473,Somasundara Palya,1185.0,2.0,70.0,2,5907.172995780591
6477,Somasundara Palya,2400.0,3.0,140.0,4,5833.333333333333
6478,Somasundara Palya,1650.0,3.0,95.0,3,5757.575757575758
6479,Somasundara Palya,1186.0,2.0,72.0,2,6070.826306913997
6481,Sompura,825.0,2.0,33.0,2,4000.0
6482,Sompura,1025.0,2.0,37.0,3,3609.756097560976
6483,Sompura,1020.0,2.0,41.0,2,4019.607843137255
6484,Sompura,1126.0,2.0,39.0,2,3463.587921847247
6485,Sompura,825.0,2.0,32.0,2,3878.787878787879
6486,Sompura,1360.0,2.0,45.0,3,3308.823529411765
6487,Sompura,1350.0,2.0,47.0,3,3481.4814814814813
6488,Sompura,2150.0,3.0,85.0,4,3953.4883720930234
6490,Sonnenahalli,896.0,2.0,43.75,2,4882.8125
6491,Sonnenahalli,1120.0,2.0,43.0,2,3839.285714285714
6492,Sonnenahalli,1100.0,2.0,44.0,2,4000.0
6493,Sonnenahalli,1011.0,2.0,50.53,2,4998.021760633037
6494,Sonnenahalli,614.5,1.0,30.715,1,4998.372660699756
6495,Sonnenahalli,1484.0,3.0,74.18,3,4998.652291105122
6496,Sonnenahalli,1610.0,3.0,80.48,3,4998.757763975155
6497,Sonnenahalli,1415.0,2.0,65.0,3,4593.639575971732
6498,Sonnenahalli,1268.0,2.0,58.0,2,4574.132492113565
6499,Sonnenahalli,1268.0,2.0,56.0,2,4416.403785488959
6500,Sonnenahalli,605.0,1.0,30.24,1,4998.347107438017
6501,Sonnenahalli,1484.0,3.0,75.0,3,5053.908355795148
6502,Subramanyapura,929.0,2.0,50.17,2,5400.4305705059205
6503,Subramanyapura,1200.0,2.0,52.0,2,4333.333333333333
6504,Subramanyapura,975.0,2.0,58.0,2,5948.717948717948
6505,Subramanyapura,1277.0,2.0,55.0,2,4306.969459671104
6506,Subramanyapura,985.0,2.0,58.0,2,5888.324873096447
6507,Subramanyapura,1245.0,2.0,68.0,3,5461.847389558233
6508,Subramanyapura,1313.0,2.0,73.0,2,5559.786747905559
6509,Subramanyapura,1313.0,2.0,66.5,2,5064.737242955065
6510,Subramanyapura,1255.0,2.0,79.0,3,6294.820717131474
6511,Subramanyapura,1330.0,3.0,72.0,3,5413.533834586467
6512,Subramanyapura,929.0,2.0,48.0,2,5166.846071044133
6513,Subramanyapura,950.0,2.0,55.0,2,5789.473684210527
6514,Subramanyapura,929.0,2.0,56.0,2,6027.9870828848225
6516,Subramanyapura,1260.0,2.0,76.0,3,6031.746031746032
6518,Subramanyapura,960.0,2.0,55.0,2,5729.166666666667
6519,Subramanyapura,1260.0,2.0,73.0,3,5793.650793650793
6521,Subramanyapura,1278.0,3.0,70.0,3,5477.308294209703
6522,Subramanyapura,929.0,2.0,49.0,2,5274.48869752422
6523,Subramanyapura,1260.0,2.0,75.0,3,5952.380952380952
6524,Subramanyapura,1000.0,2.0,45.0,2,4500.0
6526,Subramanyapura,929.0,1.0,51.0,2,5489.773950484392
6527,Subramanyapura,1880.0,3.0,110.0,3,5851.063829787234
6529,Sultan Palaya,1700.0,3.0,120.0,3,7058.823529411765
6530,Sultan Palaya,1100.0,2.0,45.0,2,4090.909090909091
6531,Sultan Palaya,900.0,2.0,45.0,2,5000.0
6532,Sultan Palaya,870.0,2.0,65.0,2,7471.264367816092
6533,Sultan Palaya,1765.0,3.0,80.0,3,4532.57790368272
6534,Sultan Palaya,1713.0,3.0,125.0,3,7297.139521307648
6535,Sultan Palaya,1009.0,2.0,65.0,2,6442.021803766105
6536,Sultan Palaya,5000.0,5.0,325.0,4,6500.0
6537,Sultan Palaya,1070.0,2.0,49.0,2,4579.439252336449
6538,TC Palaya,1475.0,3.0,98.0,3,6644.067796610169
6539,TC Palaya,1200.0,2.0,60.0,2,5000.0
6544,TC Palaya,1240.0,2.0,60.0,2,4838.709677419355
6545,TC Palaya,1500.0,2.0,100.0,3,6666.666666666667
6546,TC Palaya,1200.0,2.0,65.0,2,5416.666666666667
6547,TC Palaya,1200.0,2.0,70.0,2,5833.333333333333
6548,TC Palaya,900.0,2.0,55.0,2,6111.111111111111
6551,TC Palaya,4800.0,3.0,302.0,4,6291.666666666667
6552,TC Palaya,1000.0,2.0,64.0,2,6400.0
6554,TC Palaya,900.0,2.0,55.0,2,6111.111111111111
6555,TC Palaya,1200.0,2.0,66.0,2,5500.0
6558,TC Palaya,900.0,2.0,55.0,2,6111.111111111111
6560,TC Palaya,900.0,2.0,55.0,2,6111.111111111111
6563,TC Palaya,1200.0,2.0,65.0,2,5416.666666666667
6564,TC Palaya,1500.0,2.0,75.0,2,5000.0
6566,TC Palaya,1000.0,2.0,70.0,2,7000.0
6567,TC Palaya,1100.0,2.0,65.0,2,5909.090909090909
6571,TC Palaya,1800.0,2.0,80.0,2,4444.444444444444
6573,TC Palaya,1200.0,2.0,70.0,2,5833.333333333333
6574,TC Palaya,1350.0,1.0,55.0,1,4074.074074074074
6575,TC Palaya,900.0,2.0,55.0,2,6111.111111111111
6576,TC Palaya,900.0,2.0,55.0,2,6111.111111111111
6577,TC Palaya,1082.0,2.0,64.0,2,5914.972273567468
6581,TC Palaya,1152.0,2.0,55.0,2,4774.305555555556
6585,Talaghattapura,1868.0,3.0,131.0,3,7012.847965738758
6586,Talaghattapura,2038.5,3.0,120.0,3,5886.681383370125
6587,Talaghattapura,2106.0,3.0,126.0,3,5982.9059829059825
6588,Talaghattapura,1868.0,3.0,121.0,3,6477.516059957174
6589,Talaghattapura,2106.0,3.0,126.0,3,5982.9059829059825
6590,Talaghattapura,1868.0,3.0,135.0,3,7226.980728051391
6591,Talaghattapura,1856.0,3.0,135.0,3,7273.706896551724
6592,Talaghattapura,1868.0,3.0,120.0,3,6423.982869379015
6593,Talaghattapura,1804.0,3.0,115.0,3,6374.7228381374725
6594,Talaghattapura,1856.0,3.0,135.0,3,7273.706896551724
6595,Talaghattapura,2254.0,3.0,153.0,3,6787.93256433008
6596,Talaghattapura,2106.0,3.0,148.0,3,7027.540360873694
6597,Talaghattapura,1856.0,3.0,135.0,3,7273.706896551724
6598,Talaghattapura,2273.0,3.0,159.0,3,6995.160580730312
6599,Talaghattapura,2099.0,3.0,147.0,3,7003.334921391139
6600,Talaghattapura,1100.0,2.0,50.0,2,4545.454545454545
6601,Talaghattapura,1100.0,2.0,49.49,2,4499.090909090909
6602,Talaghattapura,1575.0,3.0,80.0,3,5079.3650793650795
6603,Talaghattapura,2273.0,3.0,145.0,3,6379.234491860977
6604,Talaghattapura,1175.0,2.0,62.0,2,5276.595744680851
6605,Talaghattapura,1804.0,3.0,127.0,3,7039.911308203991
6606,Talaghattapura,1062.0,2.0,42.48,2,4000.0
6607,Talaghattapura,2038.5,3.0,122.0,3,5984.792739759627
6608,Talaghattapura,1800.0,3.0,84.0,3,4666.666666666667
6609,Talaghattapura,2265.0,3.0,159.0,3,7019.867549668874
6610,Talaghattapura,2099.0,3.0,134.0,3,6383.992377322535
6611,Thanisandra,1296.0,2.0,80.0,2,6172.83950617284
6613,Thanisandra,2144.0,3.0,145.0,3,6763.059701492537
6615,Thanisandra,1296.0,2.0,83.0,2,6404.320987654321
6617,Thanisandra,2144.0,3.0,135.0,3,6296.641791044776
6619,Thanisandra,1093.0,2.0,70.0,2,6404.391582799634
6620,Thanisandra,1265.0,2.0,79.0,3,6245.059288537549
6621,Thanisandra,1651.0,3.0,97.38,3,5898.24348879467
6622,Thanisandra,1265.0,2.0,85.0,2,6719.367588932806
6623,Thanisandra,776.5,2.0,48.145,1,6200.257566001288
6624,Thanisandra,1564.0,3.0,101.0,3,6457.800511508952
6626,Thanisandra,1847.0,3.0,123.0,3,6659.447753113156
6628,Thanisandra,1697.0,3.0,114.0,3,6717.737183264585
6630,Thanisandra,3500.0,5.0,160.0,6,4571.428571428572
6631,Thanisandra,1573.0,3.0,95.0,3,6039.4151303242215
6632,Thanisandra,1917.0,3.0,122.0,3,6364.110589462703
6633,Thanisandra,693.0,1.0,34.3,1,4949.494949494949
6634,Thanisandra,1098.0,2.0,68.0,2,6193.078324225865
6635,Thanisandra,760.0,1.0,50.3,1,6618.421052631579
6638,Thanisandra,2002.0,3.0,112.0,3,5594.4055944055945
6643,Thanisandra,1697.0,3.0,115.0,3,6776.664702416028
6644,Thanisandra,1380.0,1.0,62.1,1,4500.0
6645,Thanisandra,923.0,1.0,60.84,1,6591.549295774648
6647,Thanisandra,923.0,1.0,45.69,1,4950.162513542795
6651,Thanisandra,1698.0,3.0,102.0,3,6007.067137809187
6652,Thanisandra,1411.0,3.0,93.04,3,6593.905031892275
6653,Thanisandra,1996.0,3.0,135.0,3,6763.527054108216
6654,Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
6655,Thanisandra,1265.0,2.0,82.0,2,6482.213438735178
6657,Thanisandra,1917.0,4.0,113.0,3,5894.627021387585
6658,Thanisandra,662.0,1.0,42.0,1,6344.410876132931
6660,Thanisandra,1948.0,3.0,130.0,3,6673.511293634497
6662,Thanisandra,1098.0,2.0,74.0,2,6739.526411657559
6664,Thanisandra,1564.0,3.0,104.0,3,6649.616368286445
6670,Thanisandra,2127.0,3.0,135.0,3,6346.967559943582
6672,Thanisandra,1276.0,2.0,75.0,2,5877.742946708464
6673,Thanisandra,693.0,1.0,34.3,1,4949.494949494949
6674,Thanisandra,2259.0,5.0,135.0,4,5976.095617529881
6675,Thanisandra,1265.0,2.0,78.0,2,6166.00790513834
6677,Thanisandra,934.0,2.0,55.0,2,5888.650963597431
6678,Thanisandra,1056.0,2.0,68.0,2,6439.393939393939
6679,Thanisandra,1595.0,3.0,110.0,3,6896.551724137931
6680,Thanisandra,1411.0,3.0,93.15,3,6601.700921332388
6681,Thanisandra,1093.0,2.0,68.1,2,6230.558096980786
6683,Thanisandra,1093.0,2.0,72.0,2,6587.374199451052
6685,Thanisandra,1698.0,3.0,107.0,3,6301.531213191991
6686,Thanisandra,1564.0,3.0,105.0,3,6713.5549872122765
6687,Thanisandra,1265.0,2.0,83.0,2,6561.264822134387
6688,Thanisandra,784.0,1.0,35.285,1,4500.6377551020405
6689,Thanisandra,965.0,2.0,56.0,2,5803.108808290155
6690,Thanisandra,1546.0,3.0,95.0,3,6144.890038809832
6691,Thanisandra,777.0,1.0,38.535,1,4959.459459459459
6692,Thanisandra,1697.0,3.0,110.0,3,6482.027106658809
6693,Thanisandra,1492.0,3.0,88.0,3,5898.123324396783
6694,Thanisandra,2072.0,3.0,122.0,3,5888.030888030888
6695,Thanisandra,1880.0,3.0,120.0,3,6382.978723404255
6696,Thanisandra,760.0,1.0,50.0,1,6578.9473684210525
6698,Thanisandra,933.0,2.0,58.0,1,6216.505894962486
6699,Thanisandra,1917.0,3.0,110.0,3,5738.132498695879
6700,Thanisandra,1996.0,4.0,123.0,3,6162.324649298597
6701,Thanisandra,1183.0,2.0,77.25,2,6530.0084530853765
6702,Thanisandra,1491.0,3.0,88.0,3,5902.079141515761
6704,Thanisandra,662.0,1.0,29.0,1,4380.664652567976
6706,Thanisandra,1564.0,3.0,100.0,3,6393.861892583121
6707,Thanisandra,662.0,1.0,45.0,1,6797.583081570997
6708,Thanisandra,1573.0,3.0,98.0,3,6230.1335028607755
6709,Thanisandra,1262.0,2.0,83.0,3,6576.862123613312
6710,Thanisandra,1056.0,2.0,65.0,2,6155.30303030303
6712,Thanisandra,1702.0,3.0,115.0,3,6756.756756756757
6713,Thanisandra,1343.0,2.0,75.0,2,5584.512285927029
6714,Thanisandra,1935.0,4.0,122.0,3,6304.909560723514
6715,Thanisandra,933.0,2.0,55.0,2,5894.962486602358
6716,Thanisandra,1183.0,2.0,77.3,2,6534.234995773458
6717,Thanisandra,662.0,1.0,38.0,1,5740.181268882176
6718,Thanisandra,1265.0,2.0,72.0,2,5691.699604743083
6719,Thanisandra,1595.0,3.0,105.0,3,6583.0721003134795
6721,Thanisandra,580.0,1.0,27.5,1,4741.379310344828
6722,Thanisandra,2087.0,4.0,139.0,3,6660.277910876856
6724,Thanisandra,1098.0,2.0,71.0,2,6466.302367941712
6725,Thanisandra,1411.0,3.0,93.25,3,6608.788093550674
6728,Thanisandra,1732.0,3.0,112.0,3,6466.512702078522
6729,Thanisandra,933.0,1.0,61.0,1,6538.049303322615
6730,Thanisandra,1702.0,3.0,107.0,3,6286.721504112808
6731,Thanisandra,747.0,1.0,34.355,1,4599.062918340026
6732,Thanisandra,2030.0,4.0,125.0,3,6157.635467980295
6734,Thanisandra,1948.0,4.0,129.0,4,6622.17659137577
6735,Thanisandra,1573.0,3.0,90.0,3,5721.551176096631
6736,Thanisandra,1056.0,2.0,70.0,2,6628.787878787879
6737,Thanisandra,1595.0,3.0,96.0,3,6018.808777429467
6740,Thanisandra,1245.0,2.0,83.05,2,6670.682730923695
6741,Thanisandra,1261.0,2.0,80.0,3,6344.171292624901
6742,Thanisandra,1884.0,4.0,117.0,3,6210.1910828025475
6743,Thanisandra,965.0,2.0,54.0,2,5595.854922279793
6744,Thanisandra,1930.0,4.0,122.0,3,6321.243523316062
6745,Thanisandra,777.0,1.0,38.46,1,4949.80694980695
6747,Thanisandra,1930.0,4.0,120.0,3,6217.616580310881
6748,Thanisandra,760.0,1.0,50.4,1,6631.578947368421
6749,Thanisandra,663.0,1.0,32.82,1,4950.226244343891
6750,Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
6752,Thanisandra,3671.0,4.0,220.0,4,5992.917461182239
6754,Thanisandra,1305.0,2.0,90.0,2,6896.551724137931
6755,Thanisandra,1965.0,4.0,125.0,3,6361.323155216285
6756,Thanisandra,1573.0,3.0,100.0,3,6357.279084551812
6759,Thanisandra,1917.0,4.0,130.0,4,6781.429316640584
6763,Thigalarapalya,1297.0,2.0,103.0,2,7941.403238242097
6764,Thigalarapalya,1418.0,2.0,95.0,2,6699.576868829337
6768,Thigalarapalya,1418.0,2.0,103.0,2,7263.7517630465445
6769,Thigalarapalya,1418.0,2.0,101.0,2,7122.708039492242
6770,Thigalarapalya,1418.0,2.0,104.0,2,7334.273624823695
6772,Thigalarapalya,3122.0,5.0,225.0,4,7206.91864189622
6774,Thigalarapalya,1418.0,2.0,103.0,2,7263.7517630465445
6775,Thigalarapalya,2072.0,4.0,159.0,3,7673.745173745174
6777,Thigalarapalya,1418.0,2.0,106.0,2,7475.317348377997
6779,Thigalarapalya,1418.0,2.0,104.0,2,7334.273624823695
6781,Thigalarapalya,1418.0,2.0,105.0,2,7404.795486600846
6782,Thigalarapalya,1418.0,2.0,104.0,2,7334.273624823695
6785,Thigalarapalya,1418.0,2.0,106.0,2,7475.317348377997
6786,Thigalarapalya,2072.0,4.0,155.0,3,7480.694980694981
6787,Thigalarapalya,1830.0,4.0,135.0,3,7377.049180327869
6788,Thigalarapalya,1418.0,2.0,105.0,2,7404.795486600846
6789,Thigalarapalya,2072.0,4.0,160.0,3,7722.007722007722
6793,Thigalarapalya,2072.0,4.0,160.0,3,7722.007722007722
6794,Thigalarapalya,2072.0,4.0,155.0,3,7480.694980694981
6796,Thigalarapalya,2072.0,4.0,153.0,3,7384.169884169884
6798,Thigalarapalya,2072.0,4.0,157.0,3,7577.220077220078
6799,Thigalarapalya,1418.0,2.0,105.0,2,7404.795486600846
6800,Thigalarapalya,3362.0,5.0,249.0,4,7406.305770374777
6804,Thigalarapalya,4190.0,4.0,325.0,4,7756.563245823389
6808,Thigalarapalya,1400.0,2.0,105.0,2,7500.0
6810,Thigalarapalya,1297.0,2.0,98.0,2,7555.898226676947
6812,Thubarahalli,3800.0,4.0,239.0,4,6289.473684210527
6813,Thubarahalli,1200.0,2.0,78.0,2,6500.0
6814,Thubarahalli,1128.0,2.0,75.0,2,6648.936170212766
6815,Thubarahalli,1185.0,2.0,65.0,2,5485.232067510548
6816,Thubarahalli,975.0,2.0,55.0,2,5641.025641025641
6817,Thubarahalli,1330.0,2.0,75.0,2,5639.097744360903
6818,Thubarahalli,1085.0,2.0,70.0,2,6451.612903225807
6819,Thubarahalli,1216.0,2.0,80.0,2,6578.9473684210525
6820,Thubarahalli,1200.0,2.0,79.0,2,6583.333333333333
6821,Thubarahalli,1200.0,2.0,80.0,2,6666.666666666667
6822,Thubarahalli,1200.0,2.0,79.55,2,6629.166666666667
6824,Thubarahalli,2625.0,3.0,175.0,3,6666.666666666667
6825,Thubarahalli,975.0,2.0,50.0,2,5128.205128205128
6827,Thubarahalli,1584.0,3.0,101.0,3,6376.262626262626
6828,Thyagaraja Nagar,800.0,1.0,100.0,1,12500.0
6829,Thyagaraja Nagar,2000.0,4.0,145.0,5,7250.0
6830,Thyagaraja Nagar,1270.0,2.0,95.25,3,7500.0
6831,Thyagaraja Nagar,1040.0,2.0,68.0,2,6538.461538461538
6832,Tindlu,1500.0,2.0,87.0,3,5800.0
6833,Tindlu,7500.0,7.0,400.0,7,5333.333333333333
6834,Tindlu,1357.0,2.0,65.0,3,4789.977892409727
6835,Tindlu,1500.0,3.0,87.0,3,5800.0
6836,Tindlu,1370.07,3.0,65.0,3,4744.283138817725
6837,Tindlu,1165.0,2.0,59.8,2,5133.0472103004295
6838,Tindlu,1050.0,2.0,55.0,2,5238.0952380952385
6839,Tindlu,1100.0,2.0,55.0,2,5000.0
6840,Tumkur Road,1500.0,3.0,95.0,3,6333.333333333333
6841,Tumkur Road,1779.0,3.0,112.0,3,6295.6717256885895
6842,Tumkur Road,1586.0,3.0,100.0,3,6305.170239596469
6843,Tumkur Road,1098.0,2.0,72.0,2,6557.377049180328
6844,Tumkur Road,1354.0,3.0,90.0,3,6646.971935007386
6845,Tumkur Road,1240.0,2.0,84.0,3,6774.193548387097
6846,Tumkur Road,1239.0,2.0,82.0,2,6618.240516545601
6847,Tumkur Road,1246.0,2.0,82.0,2,6581.0593900481545
6848,Tumkur Road,1500.0,3.0,100.0,3,6666.666666666667
6850,Tumkur Road,1416.0,3.0,94.0,3,6638.418079096045
6851,Tumkur Road,1027.0,2.0,60.0,2,5842.259006815969
6852,Tumkur Road,1027.0,2.0,68.62,2,6681.596884128529
6853,Tumkur Road,1459.0,2.0,95.0,3,6511.3091158327625
6854,Tumkur Road,992.0,2.0,60.0,2,6048.387096774193
6855,Tumkur Road,1066.0,2.0,52.5,2,4924.953095684803
6856,Tumkur Road,1240.0,2.0,79.0,3,6370.967741935484
6857,Tumkur Road,1441.0,2.0,95.0,3,6592.64399722415
6858,Tumkur Road,1240.0,2.0,83.0,3,6693.548387096775
6859,Tumkur Road,1027.0,2.0,67.0,2,6523.855890944498
6861,Tumkur Road,1354.0,3.0,85.86,3,6341.211225997045
6862,Ulsoor,2135.0,3.0,215.0,3,10070.257611241217
6863,Ulsoor,1275.0,2.0,120.0,2,9411.764705882353
6864,Ulsoor,1020.0,3.0,110.0,3,10784.313725490196
6865,Ulsoor,1200.0,2.0,60.0,2,5000.0
6866,Ulsoor,1180.0,2.0,100.0,2,8474.57627118644
6867,Ulsoor,1340.0,3.0,90.0,3,6716.417910447762
6868,Ulsoor,1500.0,2.0,125.0,3,8333.333333333334
6869,Ulsoor,2000.0,3.0,185.0,3,9250.0
6870,Ulsoor,1255.0,2.0,120.0,2,9561.752988047809
6871,Ulsoor,1685.0,4.0,185.0,3,10979.228486646884
6873,Ulsoor,2135.0,3.0,170.0,3,7962.529274004683
6874,Ulsoor,1160.0,2.0,130.0,2,11206.896551724138
6875,Uttarahalli,1440.0,2.0,62.0,3,4305.555555555556
6876,Uttarahalli,1143.0,2.0,45.0,2,3937.0078740157483
6877,Uttarahalli,1020.0,2.0,45.0,2,4411.764705882353
6878,Uttarahalli,1286.0,2.0,63.0,2,4898.9113530326595
6879,Uttarahalli,1101.0,2.0,45.0,2,4087.193460490463
6880,Uttarahalli,1345.0,2.0,67.0,2,4981.412639405205
6883,Uttarahalli,1175.0,2.0,47.0,2,4000.0
6884,Uttarahalli,1390.0,2.0,62.55,3,4500.0
6885,Uttarahalli,1330.0,2.0,56.0,3,4210.526315789473
6886,Uttarahalli,1008.0,2.0,45.0,2,4464.285714285715
6887,Uttarahalli,1390.0,2.0,60.47,3,4350.359712230216
6888,Uttarahalli,1617.0,3.0,66.68,3,4123.685837971553
6889,Uttarahalli,1150.0,2.0,49.0,2,4260.869565217391
6890,Uttarahalli,1330.0,2.0,56.0,3,4210.526315789473
6891,Uttarahalli,1200.0,2.0,44.0,2,3666.6666666666665
6894,Uttarahalli,882.0,2.0,30.0,2,3401.360544217687
6895,Uttarahalli,993.0,2.0,39.71,2,3998.9929506545823
6896,Uttarahalli,1045.0,2.0,45.0,2,4306.2200956937795
6897,Uttarahalli,850.0,2.0,37.93,2,4462.35294117647
6899,Uttarahalli,3600.0,6.0,120.0,6,3333.3333333333335
6900,Uttarahalli,1788.0,3.0,98.34,3,5500.0
6901,Uttarahalli,1345.0,2.0,57.0,3,4237.918215613383
6902,Uttarahalli,1089.0,2.0,43.55,2,3999.0817263544536
6904,Uttarahalli,1279.0,2.0,48.0,2,3752.9319781078966
6906,Uttarahalli,1425.0,2.0,64.0,3,4491.228070175439
6907,Uttarahalli,1155.0,2.0,40.42,2,3499.5670995670994
6908,Uttarahalli,1050.0,2.0,42.0,2,4000.0
6909,Uttarahalli,1300.0,2.0,55.0,3,4230.7692307692305
6910,Uttarahalli,1250.0,2.0,55.0,3,4400.0
6911,Uttarahalli,1700.0,3.0,88.0,3,5176.470588235294
6912,Uttarahalli,1200.0,3.0,50.0,3,4166.666666666667
6913,Uttarahalli,1085.0,2.0,43.0,2,3963.1336405529955
6915,Uttarahalli,1175.0,2.0,47.0,2,4000.0
6916,Uttarahalli,1689.28,3.0,91.2,3,5398.74976321273
6917,Uttarahalli,1175.0,2.0,47.0,2,4000.0
6918,Uttarahalli,1137.0,2.0,63.0,2,5540.8970976253295
6919,Uttarahalli,1215.0,2.0,52.85,3,4349.794238683127
6921,Uttarahalli,1325.0,2.0,53.0,2,4000.0
6922,Uttarahalli,1300.0,2.0,60.0,3,4615.384615384615
6923,Uttarahalli,850.0,2.0,35.0,2,4117.64705882353
6924,Uttarahalli,1627.86,3.0,88.0,3,5405.87028368533
6926,Uttarahalli,1360.0,2.0,61.2,3,4500.0
6927,Uttarahalli,661.0,1.0,36.0,1,5446.293494704993
6928,Uttarahalli,1134.0,2.0,45.36,2,4000.0
6930,Uttarahalli,1320.0,2.0,55.44,3,4200.0
6931,Uttarahalli,1390.0,2.0,61.16,3,4400.0
6932,Uttarahalli,1090.0,2.0,45.0,2,4128.440366972477
6933,Uttarahalli,1050.0,2.0,42.0,2,4000.0
6934,Uttarahalli,1123.0,2.0,48.0,2,4274.2653606411395
6935,Uttarahalli,1329.0,2.0,56.0,3,4213.694507148231
6936,Uttarahalli,938.0,2.0,35.0,2,3731.3432835820895
6939,Uttarahalli,1100.0,1.0,45.0,2,4090.909090909091
6940,Uttarahalli,1125.0,2.0,47.0,2,4177.777777777777
6942,Uttarahalli,1685.0,3.0,85.0,3,5044.510385756676
6943,Uttarahalli,1390.0,2.0,62.55,3,4500.0
6945,Uttarahalli,1180.0,2.0,41.3,2,3499.9999999999995
6946,Uttarahalli,1380.0,2.0,42.0,2,3043.478260869565
6947,Uttarahalli,1737.0,2.0,95.0,3,5469.199769717904
6949,Uttarahalli,1160.0,2.0,45.0,2,3879.310344827586
6950,Uttarahalli,1280.0,2.0,60.0,3,4687.5
6952,Uttarahalli,1190.0,2.0,53.55,2,4500.0
6953,Uttarahalli,1330.0,2.0,57.0,3,4285.714285714285
6954,Uttarahalli,1560.0,3.0,74.0,3,4743.589743589743
6956,Uttarahalli,1125.0,2.0,48.0,2,4266.666666666667
6957,Uttarahalli,1320.0,2.0,55.44,3,4200.0
6959,Uttarahalli,1160.0,2.0,40.6,2,3500.0
6961,Uttarahalli,1065.0,2.0,42.59,2,3999.06103286385
6962,Uttarahalli,1075.0,2.0,46.76,2,4349.767441860465
6963,Uttarahalli,1155.0,2.0,40.6,2,3515.151515151515
6966,Uttarahalli,1215.0,2.0,52.85,3,4349.794238683127
6968,Uttarahalli,1180.0,2.0,41.3,2,3499.9999999999995
6971,Uttarahalli,1002.0,2.0,40.08,2,4000.0
6972,Uttarahalli,1002.0,2.0,40.08,2,4000.0
6973,Uttarahalli,1075.0,2.0,40.0,2,3720.9302325581393
6975,Uttarahalli,1155.0,2.0,40.43,2,3500.4329004329006
6977,Uttarahalli,1025.0,2.0,35.88,2,3500.4878048780492
6978,Uttarahalli,1125.0,2.0,47.65,2,4235.555555555556
6979,Uttarahalli,1300.0,2.0,55.0,2,4230.7692307692305
6980,Uttarahalli,1025.0,2.0,35.88,2,3500.4878048780492
6981,Uttarahalli,980.0,2.0,45.0,2,4591.836734693878
6982,Uttarahalli,1125.0,2.0,47.0,2,4177.777777777777
6987,Uttarahalli,1175.0,2.0,47.0,2,4000.0
6990,Uttarahalli,1525.0,2.0,62.82,3,4119.3442622950815
